,ProductCode,MemberGrade,MemberName,ProductName,ReviewText,ReviewDate,ReviewLike
4431,5075632,베스트,라벤더,[콜린스 다이닝] 건강가득 전복솥밥 키트,"맛있어요! 첨엔 좀 비싸다 생각했지만 전복솥밥 만들어먹으니 넘 편하고 전복세개 든거랑 육수맛 보고나니오히려 가성비 키트라는 생각이 드네요. 강추! 특히 조선향미 쌀의 구수한 맛과 찰진식감이 넘나 잘어울려요~♡♡ 3인용 무쎄 무쇠솥에 딱 지어먹으니 꿀맛! 너무 맛있어서 눈물날뻔! 양념간장 필요없이 간간한 맛 좋구요 (평소 간센거 좋아하심 다시마간장 같은거 조금 곁들이셔도 굿!) 들기름 한바퀴 두르니 또다른맛! 마무리 누룽지까지! 남편행복~♡ 평소 소식하던 공기로 세그릇 드시고 저를보고 배를 내밀며 책임지라시네요. ㅋ 어쩌라구요, 솥밥이 넘 맛난걸~~^^ 정말 오랜만에 맛난밥 먹게해주신 무쇠솥업체, 쌀생산 농부님, 콜린스 다이닝과 컬리 엠디분, 정말정말 감사합니다! 전복솥밥은 사랑입니당~~💕 💜 ",2023.02.11,12
4432,5075632,베스트,라벤더,[콜린스 다이닝] 건강가득 전복솥밥 키트,"도미솥밥 맛있게 잘 먹어서 믿고 전복도 구매해봤는데 역시 잘한 선택 같아요!!

정말 쉽게 그럴듯한 영양식을 만들었어요
남편 생일이라 생일상 차려주려는데 애들 데리고 이거저것 하는게 쉽지않아 컬리 도움받아 간단하지만 쉽게 그럴듯한 생일상을 차렸어요

일단 도미솥밥보다 육수는 적었지만 일반 전기밥솥 2컵 정도 분량에 딱 맞는 양이었고
육수에 전복이 같이 들어 있어서 별도로 손질하고 그런게 없어 아주 간편했어요
간은 따로 안해도 맛있게 먹을 정도였는데 간장양념이랑 같이 먹어도 좋을 듯해요

그냥 쌀 씻고 육수 붓고 취사하면 끝이라 간단하고
생각보다 전복도 부들부들 맛있고 버섯이랑 은행도 들어있어 따로 재료 추가하지 않아도 뭔가 신경쓴 것 같은 느낌이에요

콜린스제품 괜찮아서 하나 하나 구매해보고 있는데 만족스럽습니다. 이런 가성비 좋고 맛도 좋은 제품 많아지면 좋겠어요.

그리고 이번에 생일상 준비하면서 컬리에 파티음식 조합 같은거 추천해주는 카테고리도 있음 좋겠다는 생각이 들었네요.",2022.04.07,30
4433,5075632,베스트,퍼플,[콜린스 다이닝] 건강가득 전복솥밥 키트,"가을이 되니까 TV에서 전복솥밥을 먹는 장면이 많이 나오더라구요
맛있게 먹는 걸 보면서 집에서 한 번 해볼까 싶다가도 먹는 양에 비해 재료 이것저것 사는 수고로움이 더 클 것 같아 보는 걸로만 대리만족 해왔어요ㅠㅠ

그러다 컬리에서 아이쇼핑을 하던 중 콜린스 다이닝의 전복솥밥 키트를 발견하고 따로 재료 손질할 필요 없이 쌀 씻어서 함께 밥만 하면 되는 간단한 조리법에 바로 구매했어요

적혀있는 조리법대로 냄비에 밥을 했고 집 냉동실에 있던 전복만 추가해서 만들었어요
마지막 사진에서 오른쪽에 있는 큰 전복이 집에 있던 거예요

냄비 뚜껑을 열 때부터 들기름 향이 고소하고, 전복부터 하나 먹었는데 처음엔 아무 맛 안 나는가 싶더니 씹을수록 고소하고 맛있어요
밥에 은행, 표고버섯, 참고둥 번갈아 하나씩 얹어서 먹다 보면 한그릇 순삭이에요~

양은 설명대로 쌀 250g 넣으면 2인분 정도 되는 것 같아요
저는 좀 더 넣고 셋이서 먹었는데 싱겁게 먹는 편이라 슴슴하니 간이 적당했어요
좀 더 짜게 먹는 분들은 들어있는 파 넣고 간장 양념 만들어서 먹으면 맛있을 것 같아요

간편하게 전복솥밥 먹고 싶을 때 추천해요~",2021.12.29,13
4434,5075632,라벤더,어**,[콜린스 다이닝] 건강가득 전복솥밥 키트,맛있어요 잘먹고있어요,2023.07.11,0
4435,5075632,프렌즈,박**,[콜린스 다이닝] 건강가득 전복솥밥 키트,맛있게 잘 먹었어요~,2023.07.10,0
4436,5075632,프렌즈,오**,[콜린스 다이닝] 건강가득 전복솥밥 키트,솥밥 키트까지 나오는지 몰랐는데 만들기 너무 편하고 쉽고 콜린스란 브랜드도 신뢰가 가서 다른 좋은 제품들도 더 많이 나오면 좋겠어요~~,2023.07.09,0
4437,5075632,라벤더,어**,[콜린스 다이닝] 건강가득 전복솥밥 키트,맛있어요 잘먹고있어요 ,2023.07.08,0
4438,5075632,일반,이**,[콜린스 다이닝] 건강가득 전복솥밥 키트,아직먹어보기전인데 기대돼요,2023.07.06,0
4439,5075632,일반,서**,[콜린스 다이닝] 건강가득 전복솥밥 키트,간편하고 삼삼하니 맛있었습니다! 냄비로 밥해서 누룽지까지 맛좋네요!,2023.07.05,0
4440,5075632,프렌즈,유**,[콜린스 다이닝] 건강가득 전복솥밥 키트,여름철에 이것저것하기도 귀찮고 건강하게는 먹고싶을때 이거만한거 없는거 같아요 쌀씻고 뜯어서 붓고 취사버튼 끝. ,2023.07.04,0
