,ProductCode,ProductName,brand,sellingPrice,wishCount,reviewCount,product_tag2,ReviewText,rating,review_tag1,review_tag2,ReviewTime,sentiment_label,sentiment_score,token_nouns_bareun,token_verbs_bareun
0,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],숙취후 아침에 따뜻한 물에 한포 간편히 타먹을수 있어서 좋드라구요. 스틱형이라 휴대도간편하고  물에도 잘녹아요. 주머니나 가방안에 휴대하기도간편해서 허기졌을때 간편하게 당충전하기에도 너무좋습니다. 국내산꿀이라 믿을수있고 맛도좋아요. 배송엄청빠르네요,4,응원,직장동료,2023-04-10 14:16:48,1,0.990664005279541,"['숙취', '후', '아침', '물', '포', '수', '스틱', '형', '휴대', '물', '주머니', '가방', '안', '휴대', '때', '당', '충전', '국내', '산꿀', '수', '맛', '배송']","['따뜻하', '타', '좋', '간편하', '녹', '간편하', '허기지', '간편하', '좋', '믿', '좋', '빠르']"
1,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],친구가 건강관리 하라고 선물해 주었습니다 !! 후기가 좋아서 기대했는데 맛있고 건강해지는 기분 입니당🥳,4,생일,친구,2023-04-09 03:27:02,1,0.995086133480072,"['친구', '건강관리', '선물', '후기', '기대', '건강', '기분']","['주', '좋', '맛있']"
2,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],여름이지만 잦은 가족들 목감기로 꾸준히 찾게되는 프로폴리스 비마스터에요 국산제품이고 맛도 진하고 감기기운 있을 때 챙겨먹네요 가격대비좋아요,4,위로,친구,2023-07-08 22:55:35,1,0.9933806657791138,"['여름', '가족', '들', '목감기', '프로폴리스', '비마스터', '국산', '제품', '맛', '감기', '기운', '때', '가격', '대비']","['잦', '찾', '진하', '챙기', '좋']"
3,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],포장도 잘 되어있고 먹기에도 좋습니다^^,4,생일,직장동료,2023-04-17 12:12:44,1,0.991932213306427,['포장'],['좋']
4,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],딸이 속 자주 쓰려한다고 선물로 줬네요 단순히 단맛뿐만 아니라 건강해지는 맛이 나는 느낌ㅎㅎ 제가 먹고 있으니까 남편도 요즘 목이 아프다며 탐냅니다 😂 오래 먹을 것 같아요 ♡,4,응원,자녀,2023-04-15 10:33:50,1,0.995169460773468,"['딸', '속', '선물', '단맛', '건강', '맛', '느낌', '제', '남편', '요즘', '목']","['쓰', '주', '아니', '나', '아프', '탐내']"
5,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],꿀이 엄청 진해요~! 물같은게 1도 안섞인 맛 프로폴리스 맛도 훅 느껴지는게 함량 좋고 몸 좋아지는 맛이랄까... 친구가 건강 챙기라고 보내준 선물인데 고급지고 좋습니다~!,4,응원,친구,2023-04-14 16:45:02,1,0.9957711100578308,"['꿀', '물', '1', '맛', '프로폴리스', '맛', '함량', '몸', '맛', '친구', '건강', '선물', '고급']","['진하', '섞이', '느끼', '좋', '좋', '챙기', '보내', '주', '좋']"
6,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],먹기에 편리하고 거부감 없는 맛이라 좋아요,4,응원,기타,2023-04-13 10:16:46,1,0.9822231531143188,"['편리', '거부감', '맛']","['없', '좋']"
7,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],지인이 제 피로한 모습을 보고 사주었습니다. 기대중이며 효과 입증시 또 구매해서 먹을예정입니다.,4,응원,연인,2023-04-12 17:59:54,1,0.9832139015197754,"['지인', '피로', '모습', '기대', '중', '효과', '입증', '시', '구매', '예정']","['보', '사', '주']"
8,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],알약형 프로폴리스는 먹기가 너무 힘들어서 구매했는데 꿀이 들어있어서그런지 달달하니 맛있고  먹기 쉬웠습니다ㅎㅎ 가끔 당떨어질때에도 먹기 넘 좋아용ㅠㅠ 👏👏👏,4,건강,나,2023-04-11 01:57:17,1,0.9940606951713562,"['알약', '형', '프로폴리스', '구매', '꿀', '때', '용']","['힘들', '들', '그렇', '달달하', '맛있', '쉽', '떨어지', '좋']"
9,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],피곤하고 체력이 떨어질거 같을때 바로 짜서 먹어요 이제는 없으면 불안해용~~,4,감사,직장동료,2023-02-18 03:25:36,1,0.9328948259353638,"['피곤', '체력', '때', '불안']","['떨어지', '짜', '없']"
10,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],황사때문에 목이 칼칼 했는데 때마침 선물 받아서 너무 잘 먹고 있어요^^,4,감사,친구,2023-04-21 16:18:22,1,0.9924609065055848,"['황사', '때문', '목', '칼칼', '선물']",['받']
11,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],동생을 위해 사랑을 듬뿍담은 달달구리 꿀을 보내주셨습니당ㅎㅎ 덕분에 인어공주에서 벗어났습니다^^,4,응원,기타,2023-04-28 12:52:54,1,0.9872177243232728,"['동생', '사랑', '달달구리', '꿀', '덕분', '인어공주']","['위하', '담', '보내', '주', '벗어나']"
12,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],운동할때 하나씩 꺼내 먹기 너무 편해요 저는 이걸로 기력보충 합니다^^,4,감사,친구,2023-02-16 23:31:02,1,0.990126609802246,"['운동', '때', '하나', '이거', '기력', '보충']","['꺼내', '편하']"
13,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],도착하자마자 하나 먹었는데 너무 맛있고 건강해지는 기분입니다!,4,생일,친구,2023-04-10 11:44:50,1,0.9936743974685668,"['도착', '하나', '건강', '기분']",['맛있']
14,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],선물받았는데 배송도 빠르고 퀄리티도 너무좋네요~~ 맛있네요,4,응원,친구,2023-01-28 16:24:03,1,0.9922868013381958,"['선물', '배송', '퀄리티']","['받', '빠르', '좋', '맛있']"
15,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],항상 좋은 꿀.믿음이 가는 꿀 맛도 진하고 좋아용,4,위로,선/후배,2023-08-08 14:03:34,1,0.9919792413711548,"['꿀', '믿음', '꿀', '맛']","['좋', '가', '진하', '좋']"
16,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],완전 좋아요 꿀도 완전 진하네요 꿀타서 아이스로 먹어도 좋네요^^,4,감사,선/후배,2023-07-27 21:25:20,1,0.9905162453651428,"['꿀', '꿀타', '아이스']","['좋', '진하', '좋']"
17,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],"요즘같이 면역력이 떨어지는 시국, 사무실에서 필수 영양제로 챙겨먹네요 꿀의 달달함이 칼칼해진 목을 지켜주는 것 같아요. 좋은 선물 감사합니다.",4,생일,친구,2022-12-28 10:15:35,1,0.9935258626937866,"['요즘', '면역력', '시국', '사무실', '필수', '영양제', '꿀', '목', '선물', '감사']","['떨어지', '챙기', '달달하', '칼칼하', '지키', '주', '좋']"
18,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],처음 먹어보는데 뭔가 술맛처럼 느껴지는 듯 싶어졌다. 술은 아니고..  밀도가 높은 꿀을 먹는거 같다. 케이스는 옆으로 슬라이딩을 해서 여는 방식이다. 슬라이드 잠금 해제인가 옆으로 다 빠지지 않아서 내용물이 다 떨어질 확률은 적다.  이벤트로 후기를 남기면 10포를 더 주는데  사실상 15 + 1  @10개다. 어렸을 때 수학을 잘했었다면 이 값이 얼마인지 알 수있을 것이다. 어차피 영상으로 찍기엔 안볼거니 사진하나 남기고 후기를 남기는 것이 데이터 절약에 도움이 될 것이고 나아가 인터넷 사용량을 줄였으니 탄소 배출량도 줄인 샘이다.,3,응원,직장동료,2022-12-21 15:23:28,1,0.6358893513679504,"['처음', '뭐', '술', '맛', '듯', '술', '밀도', '꿀', '케이스', '옆', '슬라이딩', '방식', '슬라이드', '잠금', '해제', '옆', '내용물', '확률', '이벤트', '후기', '10', '포', '사실', '상', '15', '1', '10', '개', '때', '수학', '값', '얼마', '수', '영상', '사진', '후기', '데이터', '절약', '도움', '인터넷', '사용량', '탄소', '배출량', '샘']","['보', '느끼', '싶', '아니', '높', '열', '빠지', '않', '떨어지', '적', '남기', '주', '어리', '알', '찍', '보', '남기', '남기', '나아가', '줄이', '줄이']"
19,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],꽃가루랑 황사까지 미세먼지 때문에 목과 코가  불편했었는데 이거먹으니까 너무좋네요 어릴때 어른들이 벌꿀 한숟가락씩 입에넣어주신 이유를알겠네요  먹기가 간편해서 아주좋아요 감사합니다^^,4,생일,선/후배,2023-05-24 08:54:41,1,0.9938740134239196,"['꽃가루', '황사', '미세', '먼지', '때문', '목', '코', '불편', '이거', '때', '어른', '들', '벌꿀', '숟가락', '입', '이유', '감사']","['좋', '어리', '넣', '주', '알', '간편하', '좋']"
20,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],달달하고 몸이 좋아 질 것 같은  맛이나요,4,생일,친구,2022-11-30 15:56:58,1,0.9907627701759338,"['몸', '맛']","['달달하', '좋', '나']"
21,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],"꿀이 함유 되어 있어서 달달하고, 무엇보다 액상스틱이라 간편하게 차안에서 이동하면서 먹을 수 있어서 좋네요",4,생일,선/후배,2022-11-28 11:43:25,1,0.9929994344711304,"['꿀', '함유', '무엇', '액상스틱', '차', '안', '이동', '수']","['달달하', '간편하', '좋']"
22,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],벌써 4번째  구입♡,4,생일,연인,2023-04-19 08:49:49,1,0.982669472694397,"['4', '번', '째', '구입']",[]
23,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],고급스러운 포장이 정말 좋아요.  맛도 고급스러워요,4,감사,친구,2023-04-18 16:13:17,1,0.9898450374603271,"['고급', '포장', '맛', '고급']",['좋']
