,id,name,brand,sellingPrice,wishCount,reviewCount,product_tag1,product_tag2,review_text,rating,review_tag1,review_tag2,review_time
0,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],"숙취후 아침에 따뜻한 물에 한포 간편히 타먹을수 있어서 좋드라구요.
스틱형이라 휴대도간편하고 
물에도 잘녹아요.
주머니나 가방안에 휴대하기도간편해서
허기졌을때 간편하게 당충전하기에도
너무좋습니다.
국내산꿀이라 믿을수있고
맛도좋아요. 배송엄청빠르네요",4,응원,직장동료,20230410141648
1,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],"친구가 건강관리 하라고 선물해 주었습니다 !!
후기가 좋아서 기대했는데
맛있고 건강해지는 기분 입니당🥳",4,생일,친구,20230409032702
2,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],여름이지만 잦은 가족들 목감기로 꾸준히 찾게되는 프로폴리스 비마스터에요 국산제품이고 맛도 진하고 감기기운 있을 때 챙겨먹네요 가격대비좋아요,4,위로,친구,20230708225535
3,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],포장도 잘 되어있고 먹기에도 좋습니다^^,4,생일,직장동료,20230417121244
4,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],딸이 속 자주 쓰려한다고 선물로 줬네요 단순히 단맛뿐만 아니라 건강해지는 맛이 나는 느낌ㅎㅎ 제가 먹고 있으니까 남편도 요즘 목이 아프다며 탐냅니다 😂 오래 먹을 것 같아요 ♡,4,응원,자녀,20230415103350
5,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],"꿀이 엄청 진해요~! 물같은게 1도 안섞인 맛
프로폴리스 맛도 훅 느껴지는게
함량 좋고 몸 좋아지는 맛이랄까...
친구가 건강 챙기라고 보내준 선물인데
고급지고 좋습니다~!",4,응원,친구,20230414164502
6,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],"먹기에 편리하고
거부감 없는 맛이라 좋아요",4,응원,응원과건강기원,20230413101646
7,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],"지인이 제 피로한 모습을 보고 사주었습니다.
기대중이며 효과 입증시 또 구매해서 먹을예정입니다.",4,응원,연인,20230412175954
8,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],"알약형 프로폴리스는 먹기가 너무 힘들어서 구매했는데
꿀이 들어있어서그런지 달달하니 맛있고 
먹기 쉬웠습니다ㅎㅎ 가끔 당떨어질때에도 먹기
넘 좋아용ㅠㅠ 👏👏👏",4,건강,나,20230411015717
9,2270784,국산 프로폴리스 혼합 천연벌꿀 허니스틱(15스틱) 답례품 비마스터 -23.5,비마스터,27800,2228,1152,[],[],"피곤하고 체력이 떨어질거 같을때 바로 짜서 먹어요
이제는 없으면 불안해용~~",4,감사,직장동료,20230218032536
